timestamp,left,right
2021-05-10 21:28:22.2, 85.00,90
2021-05-10 21:28:22.3, 85.00,90
2021-05-10 21:28:22.4, 85.00,90
2021-05-10 21:28:22.5, 85.00,90
2021-05-10 21:28:22.6, 85.00,90
2021-05-10 21:28:22.7, 85.00,90
2021-05-10 21:28:22.8, 85.00,90
2021-05-10 21:28:22.9, 85.00,90
2021-05-10 21:28:23.0, 85.00,90
2021-05-10 21:28:23.1, 85.00,90
2021-05-10 21:28:23.2, 85.00,90
2021-05-10 21:28:23.3, 85.00,90
2021-05-10 21:28:23.4, 85.00,90
2021-05-10 21:28:23.5, 85.00,90
2021-05-10 21:28:23.6, 85.00,90
2021-05-10 21:28:23.7, 85.00,90
2021-05-10 21:28:23.8, 85.00,90
2021-05-10 21:28:23.9, 85.00,90
2021-05-10 21:28:24.0, 90.00,90
2021-05-10 21:28:24.1, 90.00,90
2021-05-10 21:28:24.2, 90.00,90
2021-05-10 21:28:24.3, 95.00,90
2021-05-10 21:28:24.4, 95.00,90
2021-05-10 21:28:24.6,100.00,90
2021-05-10 21:28:24.7,100.00,90
2021-05-10 21:28:24.8,100.00,90
2021-05-10 21:28:24.9,100.00,90
2021-05-10 21:28:25.0,100.00,90
2021-05-10 21:28:25.1,100.00,90
2021-05-10 21:28:25.2,100.00,90
2021-05-10 21:28:25.3,100.00,90
2021-05-10 21:28:25.4,100.00,90
2021-05-10 21:28:25.5,100.00,90
2021-05-10 21:28:25.6,100.00,90
2021-05-10 21:28:25.7,100.00,90
2021-05-10 21:28:25.8,100.00,90
2021-05-10 21:28:25.9,100.00,90
2021-05-10 21:28:26.0,100.00,90
2021-05-10 21:28:26.1,100.00,90
2021-05-10 21:28:26.2,100.00,90
2021-05-10 21:28:26.3,100.00,90
2021-05-10 21:28:26.4,100.00,90
2021-05-10 21:28:26.5,100.00,90
2021-05-10 21:28:26.6,100.00,90
2021-05-10 21:28:26.7,100.00,90
2021-05-10 21:28:26.8,100.00,90
2021-05-10 21:28:26.9,100.00,90
2021-05-10 21:28:27.0,100.00,90
2021-05-10 21:28:27.1,100.00,90
2021-05-10 21:28:27.2,100.00,90
2021-05-10 21:28:27.3,100.00,90
2021-05-10 21:28:27.4, 95.00,90
2021-05-10 21:28:27.5, 95.00,90
2021-05-10 21:28:27.6, 95.00,90
2021-05-10 21:28:27.7, 95.00,90
2021-05-10 21:28:27.9, 90.00,90
2021-05-10 21:28:28.0, 90.00,90
2021-05-10 21:28:28.1, 90.00,90
2021-05-10 21:28:28.2, 90.00,90
2021-05-10 21:28:28.3, 85.00,90
2021-05-10 21:28:28.4, 85.00,90
2021-05-10 21:28:28.5, 85.00,90
2021-05-10 21:28:28.6, 90.00,90
2021-05-10 21:28:28.7, 85.00,90
2021-05-10 21:28:28.8, 85.00,90
2021-05-10 21:28:28.9, 85.00,90
2021-05-10 21:28:29.0, 85.00,90
2021-05-10 21:28:29.1, 85.00,90
2021-05-10 21:28:29.2, 85.00,90
2021-05-10 21:28:29.3, 85.00,90
2021-05-10 21:28:29.4, 80.00,90
2021-05-10 21:28:29.5, 80.00,90
2021-05-10 21:28:29.6, 80.00,90
2021-05-10 21:28:29.7, 75.00,90
2021-05-10 21:28:29.8, 70.00,90
2021-05-10 21:28:29.9, 70.00,90
2021-05-10 21:28:30.0, 70.00,90
2021-05-10 21:28:30.1, 65.00,90
2021-05-10 21:28:30.2, 65.00,90
2021-05-10 21:28:30.3, 65.00,90
2021-05-10 21:28:30.4, 65.00,90
2021-05-10 21:28:30.5, 65.00,90
2021-05-10 21:28:30.6, 65.00,90
2021-05-10 21:28:30.7, 65.00,90
2021-05-10 21:28:30.8, 65.00,90
2021-05-10 21:28:30.9, 60.00,90
2021-05-10 21:28:31.0, 60.00,90
2021-05-10 21:28:31.2, 55.00,90
2021-05-10 21:28:31.3, 55.00,90
2021-05-10 21:28:31.4, 55.00,90
2021-05-10 21:28:31.5, 50.00,90
2021-05-10 21:28:31.6, 45.00,90
2021-05-10 21:28:31.7, 50.00,90
2021-05-10 21:28:31.8, 50.00,90
2021-05-10 21:28:31.9, 45.00,90
2021-05-10 21:28:32.0, 45.00,90
2021-05-10 21:28:32.1, 45.00,90
2021-05-10 21:28:32.2, 50.00,90
2021-05-10 21:28:32.3, 50.00,90
2021-05-10 21:28:32.4, 55.00,90
2021-05-10 21:28:32.5, 60.00,90
2021-05-10 21:28:32.6, 65.00,90
2021-05-10 21:28:32.7, 65.00,90
2021-05-10 21:28:32.8, 70.00,90
2021-05-10 21:28:32.9, 75.00,90
2021-05-10 21:28:33.0, 75.00,90
2021-05-10 21:28:33.1, 80.00,90
2021-05-10 21:28:33.2, 80.00,90
2021-05-10 21:28:33.3, 80.00,90
2021-05-10 21:28:33.4, 85.00,90
2021-05-10 21:28:33.5, 85.00,90
2021-05-10 21:28:33.6, 85.00,90
2021-05-10 21:28:33.7, 85.00,90
2021-05-10 21:28:33.8, 85.00,90
2021-05-10 21:28:33.9, 85.00,90
2021-05-10 21:28:34.0, 85.00,90
2021-05-10 21:28:34.1, 85.00,90
2021-05-10 21:28:34.2, 85.00,90
2021-05-10 21:28:34.4, 85.00,90
2021-05-10 21:28:34.5, 85.00,90
2021-05-10 21:28:34.6, 85.00,90
2021-05-10 21:28:34.7, 85.00,90
2021-05-10 21:28:34.8, 90.00,90
2021-05-10 21:28:34.9, 90.00,90
2021-05-10 21:28:35.0, 95.00,90
2021-05-10 21:28:35.1, 95.00,90
2021-05-10 21:28:35.2, 95.00,90
2021-05-10 21:28:35.3,100.00,90
2021-05-10 21:28:35.4,100.00,90
2021-05-10 21:28:35.5,105.00,90
2021-05-10 21:28:35.6,100.00,90
2021-05-10 21:28:35.7,100.00,90
2021-05-10 21:28:35.8,100.00,90
2021-05-10 21:28:35.9,100.00,90
2021-05-10 21:28:36.0,100.00,90
2021-05-10 21:28:36.1,100.00,90
2021-05-10 21:28:36.2,100.00,90
2021-05-10 21:28:36.3,100.00,90
2021-05-10 21:28:36.4,100.00,90
2021-05-10 21:28:36.5,100.00,90
2021-05-10 21:28:36.6, 95.00,90
2021-05-10 21:28:36.7, 95.00,90
2021-05-10 21:28:36.8, 95.00,90
2021-05-10 21:28:36.9, 85.00,90
2021-05-10 21:28:37.0, 85.00,90
2021-05-10 21:28:37.1, 85.00,90
2021-05-10 21:28:37.2, 85.00,90
2021-05-10 21:28:37.3, 85.00,90
2021-05-10 21:28:37.4, 85.00,90
2021-05-10 21:28:37.5, 85.00,90
2021-05-10 21:28:37.7, 85.00,90
2021-05-10 21:28:37.8, 85.00,90
2021-05-10 21:28:37.9, 85.00,90
2021-05-10 21:28:38.0, 85.00,90
2021-05-10 21:28:38.1, 85.00,90
2021-05-10 21:28:38.2, 85.00,90
2021-05-10 21:28:38.3, 85.00,90
2021-05-10 21:28:38.4, 85.00,90
2021-05-10 21:28:38.5, 85.00,90
2021-05-10 21:28:38.6, 85.00,90
2021-05-10 21:28:38.7, 85.00,90
2021-05-10 21:28:38.8, 85.00,90
2021-05-10 21:28:38.9, 85.00,90
2021-05-10 21:28:39.0, 85.00,90
2021-05-10 21:28:39.1, 85.00,90
2021-05-10 21:28:39.2, 85.00,90
2021-05-10 21:28:39.3, 85.00,90
2021-05-10 21:28:39.4, 85.00,90
2021-05-10 21:28:39.5, 85.00,90
2021-05-10 21:28:39.6, 85.00,90
2021-05-10 21:28:39.7, 90.00,90
2021-05-10 21:28:39.8, 85.00,90
2021-05-10 21:28:39.9, 90.00,90
2021-05-10 21:28:40.1, 85.00,90
2021-05-10 21:28:40.2, 85.00,90
2021-05-10 21:28:40.3, 85.00,90
2021-05-10 21:28:40.4, 85.00,90
2021-05-10 21:28:40.5, 85.00,90
2021-05-10 21:28:40.6, 85.00,90
2021-05-10 21:28:40.7, 85.00,90
2021-05-10 21:28:40.8, 85.00,90
2021-05-10 21:28:40.9, 85.00,90
2021-05-10 21:28:41.0, 85.00,90
2021-05-10 21:28:41.1, 85.00,90
2021-05-10 21:28:41.2, 85.00,90
2021-05-10 21:28:41.3, 85.00,90
2021-05-10 21:28:41.4, 85.00,90
2021-05-10 21:28:41.6, 85.00,90
2021-05-10 21:28:41.7, 85.00,90
2021-05-10 21:28:41.8, 85.00,90
2021-05-10 21:28:41.9, 85.00,90
2021-05-10 21:28:42.0, 85.00,90
2021-05-10 21:28:42.1, 85.00,90
2021-05-10 21:28:42.2, 85.00,90
2021-05-10 21:28:42.3, 85.00,90
